lines,chars,aa
15,32,"       _                        
       \`*-.                    
        )  _`-.                 
       .  : `. .                
       : _   '  \               
       ; *` _.   `*-._          
       `-.-'          `-.       
         ;       `       `.     
         :.       .        \    
         . \  .   :   .-'   .   
         '  `+.;  ;  '      :   
         :  '  |    ;       ;-. 
         ; '   : :`-:     _.`* ;
[bug] .*' /  .*' ; .*`- +'  `*' 
      `*-*   `*-*  `*-*'
       "
15,21,"           ___       
          (___)      
   ____              
 _\___ \  |\_/|      
\     \ \/ , , \ ___ 
 \__   \ \ =""= //|||\
  |===  \/____)_)||||
  \______|    | |||||
      _/_|  | | =====
     (_/  \_)_) snd  
  _________________  
 (                _) 
  (__   '          ) 
    (___    _____)   
        '--'
        "
25,36,"            /)                      
           //                       
          //                        
         ((                         
          \\                        
           ))                       
          //                        
      _,-'""._                       
     /_  ,   \                      
     |   '   /                      
     \)    ,\'                      
     '|      \                      
     /   |   )                      
    /_   ,  /                       
   /  _  % (                        
   ) /    ' \                       
  /        \_)                      
  ),    )_   \_  ,                  
 _/    _/%     \/)                  
('  __/ \ ___    \,                 
 \   (   `""-  __  /                 
  '\  \   ((   >  \                 
    )  \   '-.-,_='~~~  ~           
   ('  /         ' ~~ ~  ~~ ~~ b'ger
   "" """"
                            "
9,14,"  (\(~)/)     
   )@_@(  #   
  ((q_p))'    
  /\|U|/\     
 /_o`='(_\    
((_)O oO O)   
 \O )o( O/    
  \(`-')/     
  /_] [_\ hjw
"
15,27,"             /)  (\        
        .-._((,~~.))_.-,   
         `=.   99   ,='    
           / ,o~~o. \      
          { { .__. } }     
           ) `~~~\' (      
          /`-._  _\.-\     
         /         )  \    
       ,-X        #   X-.  
hjw   /   \          /   \ 
     (     )| |  | |(     )
      \   / | |  | | \   / 
       \_(.-( )--( )-.)_/  
       /_,\ ) /  \ ( /._\  
           /_,\  /._\
     "
17,36,"          .=     ,        =.        
  _  _   /'/    )\,/,/(_   \ \      
   `//-.|  (  ,\\)\//\)\/_  ) |     
   //___\   `\\\/\\/\/\\///'  /     
,-""~`-._ `""--'_   `""""""`  _ \`'""~-,_ 
\       `-.  '_`.      .'_` \ ,-""~`/
 `.__.-'`/   (-\        /-) |-.__,' 
   ||   |     \O)  /^\ (O/  |       
   `\\  |         /   `\    /       
     \\  \       /      `\ /        
      `\\ `-.  /' .---.--.\         
        `\\/`~(, '()      ('        
         /(O) \\   _,.-.,_)         
        //  \\ `\'`      /          
  jgs  / |  ||   `""""""""~""`           
     /'  |__||                      
           `o
                      "
20,31,"             /( ,,,,, )\       
            _\,;;;;;;;,/_      
         .-""; ;;;;;;;;; ;""-.   
         '.__/`_ / \ _`\__.'   
            | (')| |(') |      
            | .--' '--. |      
            |/ o     o \|      
            |           |      
           / \ _..=.._ / \     
          /:. '._____.'   \    
         ;::'    / \      .;   
         |     _|_ _|_   ::|   
       .-|     '==o=='    '|-. 
      /  |  . /       \    |  \
      |  | ::|         |   | .|
      |  (  ')         (.  )::|
      |: |   |; U U U ;|:: | `|
      |' |   | \ U U / |'  |  |
      ##V|   |_/`""""""`\_|   |V##
jgs      ##V##         ##V##
  "
21,35,"              (      )             
              ~(^^^^)~             
               ) @@ \~_          |\
              /     | \        \~ /
             ( 0  0  ) \        | |
              ---___/~  \       | |
               /'__/ |   ~-_____/ |
o          _   ~----~      ___---~ 
  O       //     |         |       
         ((~\  _|         -|       
   o  O //-_ \/ |        ~  |      
        ^   \_ /         ~  |      
               |          ~ |      
               |     /     ~ |     
               |     (       |     
                \     \      /\    
               / -_____-\   \ ~~-* 
               |  /       \  \     
               / /         / /     
             /~  |       /~  |     
             ~~~~        ~~~~
     "
22,33,"                      ,     ,    
                  ___('-&&&-')__ 
                 '.__./     \__.'
     _     _     _ .-'  6  6 \   
   /` `--'( ('--` `\         |   
  /        ) )      \ \ _   _|   
 |        ( (        | (0_._0)   
 |         ) )       |/ '---'    
 |        ( (        |\_         
 |         ) )       |( \,       
  \       ((`       / )__/       
   |     /:))\     |   d         
   |    /:((::\    |             
   |   |:::):::|   |             
   /   \::&&:::/   \             
   \   /;U&::U;\   /             
    | | | u:u | | |              
    | | \     / | |              
jgs | | _|   | _| |              
    / \""""`   `""""/ \              
   | __|       | __|             
   `""""""`       `""""""`
            "
7,27,"(             )            
 `--(_   _)--'             
      Y-Y                  
     /@@ \                 
    /     \                
    `--'.  \             , 
        |   `.__________/)
"
9,19,"\|/    \|/         
  \    /           
   \_/  ___   ___  
   o o-'   '''   ' 
    O -.         |\
        | |'''| |  
         ||   | |  
         ||    ||  
         ""     ""
  "
9,16,"         { }    
         {^^,   
         (   `-;
    _     `;;~~ 
   /(______);   
  (         (   
   |:------( )  
 _//         \\ 
/ /          vv
"
10,15,"   ()          
   ))    ((    
  //      \\   
 | \\____// |  
\~/ ~    ~\/~~/
 (|    _/o  ~~ 
  /  /     ,|  
 (~~~)__.-\ |  
  ``~~    | |  
   |      | |
 "
12,37,"         /',  _                      
       _(  ;-'.'                     
  _,-'~     '"".                      
'""          ~. .                     
        _.      '.                   
    _.-'  ~'--.   )                  
  '~           ~--'=._               
               /)_.-.                
           _.-' ' <~                 
        .-""    _ ~ \                 
            .-' '-._)                
          .'                     PjP
"
15,27,"                   .     _,
                   |`\__/ /
                   \  . .( 
                    | __T| 
                   /   |   
      _.---======='    |   
     //               {}   
    `|      ,   ,     {}   
     \      /___;    ,'    
      ) ,-;`    `\  //     
     | / (        ;||      
     ||`\\        |||      
     ||  \\       |||      
jgs  )\   )\      )||      
     `""   `""      `""""
     "
23,37,"(\ (\       /) /)                    
 \\||       ||//                     
  > /       \ <                      
 //\\       //\\                     
(/ /,\ .-. /,\ \)                    
  </(\`   `/)\>                      
     | _ _ |                         
     \<.I.>/                         
     |     |\                        
     | _   | \ @         _.... _     
     \(_)  /  `@-------""`     ` \    
      `""""""`\  @                \/    
           @-@'                 \    
            |          /        |    
            |         |         |    
            /\         \       /     
           / ,)  .-"""";""`'.    (      
          / //  /     \  /`-.  '-.   
         / //  /      | /    `-.  \  
        /_// /`      / /        \  | 
       (_(/ /       /_/          | | 
         /_/ jgs   (_(           |_| 
        (_(                      (_(
"
26,37,"   /|       |\                       
`__\\       //__'                    
   ||      ||                        
 \__`\     |'__/                     
   `_\\   //_'                       
   _.,:---;,._                       
   \_:     :_/                       
     |@. .@|                         
     |     |                         
     ,\.-./ \                        
     ;;`-'   `---__________-----.-.  
     ;;;                         \_\ 
     ';;;                         |  
      ;    |                      ;  
       \   \     \        |      /   
        \_, \    /        \     |\   
          |';|  |,,,,,,,,/ \    \ \_ 
          |  |  |           \   /   |
          \  \  |           |  / \  |
           | || |           | |   | |
           | || |           | |   | |
           | || |           | |   | |
           |_||_|           |_|   |_|
          /_//_/           /_/   /_/ 
                                     
     by Valkyrie
                    "
7,23,"    _____^_(smart bump)
   |    |    \         
    \   /  ^ |         
   / \_/   0  \        
  /            \       
 /    ____      0      
/      /  \___ _/
     "
7,36,"           ^\                       
 /        //o__o                    
/\       /  __/                     
\ \______\  /     -ARF! [says Sandy]
 \         /                        
  \ \----\ \                        
   \_\_   \_\_
                     "
7,18,"   |\|\           
  ..    \       . 
o--     \\    / @)
 v__///\\\\__/ @  
   {           }  
    {  } \\\{  }  
    <_|      <_|
 "
7,30,"     |\_/|                    
     | @ @   Woof!            
     |   <>              _    
     |  _/\------____ ((| |)) 
     |               `--' |   
 ____|_       ___|   |___.'   
/_/_____/____/_______|
       "
8,14,"       /^-^\  
      / o o \ 
     /   Y   \
     V \ v / V
       / - \  
      /    |  
(    /     |  
 ===/___) ||
 "
8,15,"/^-----^\      
V  o o  V      
 |  Y  |       
  \ Q /        
  / - \        
  |    \       
  |     \     )
  || (___\====
"
8,17,"  ___    ___     
 / / \__/ \ \    
 \/| /\/\ |\/    
  _||o o ||_     
 /. .\__/. .\    
/ . .(__) . .\   
\ .  /__\  . /   
 \__/\__/\__/etf
"
8,15,"          """",_o
!       ( (  _)
`\ ,,,,_'),)=~ 
 (          )  
  ,   ,,,,  ,  
  ) ,)   < (   
 < <      "",\  
  "",)      ""_)
"
8,20,"    __    __        
    \/----\/        
     \0  0/    WOOF!
     _\  /_         
   _|  \/  |_       
  | | |  | | |      
 _| | |  | | |_     
""---|_|--|_|---""
   "
8,36,"       /^-^\         /^-----^\      
      / o o \        V  o o  V      
     /   Y   \        |  Y  |       
     V \ v / V         \ Q /        
       / - \           / - \        
      /    |           |    \       
(    /     |           |     \     )
 ===/___) ||           || (___\====
"
8,20,"       _=,_         
    o_/6 /#\        
    \__ |##/        
     ='|--\         
       /   #'-.     
       \#|_   _'-. /
        |/ \_( # |"" 
snd    C/ ,--___/
  "
9,18,"        __        
     __/o \_      
     \____  \     
         /   \    
   __   //\   \   
__/o \-//--\   \_/
\____  ___  \  |  
     ||   \ |\ |  
    _||   _||_||
 "
9,18,"            ,     
            |`-.__
            / ' _/
           ****`  
          /    }  
         /  \ /   
     \ /`   \\\   
jgs   `\    /_\\  
       `~~~~~``~`
"
9,39,"_     /)---(\          /~~~\           
\\   (/ . . \)        /  .. \          
 \\__)-\(*)/         (_,\  |_)         
 \_       (_         /   \@/    /^^^\  
 (___/-(____) _     /      \   / . . \ 
              \\   /  `    |   V\ Y /V 
               \\/  \   | _\    / - \  
                \   /__'|| \\_  |    \ 
                 \_____)|_).\_).||(__V
"
9,22,"             ____     
            /    \__  
|\         /    @   \ 
\ \_______|    \  .:|>
 \      ##|    | \__/ 
  |    ####\__/   \   
  /  /  ##       \|   
 /  /__________\  \   
 L_JJ           \__JJ
"
10,16,"         __     
        /  \    
       / ..|\   
      (_\  |_)  
      /  \@'    
     /     \    
_   /  `   |    
\\/  \  | _\    
 \   /_ || \\_  
  \____)|_) \_)
"
10,20,"        __      _   
        \.'---.//|  
         |\./|  \/  
        _|.|.|_  \  
       /(  ) ' '  \ 
      |  \/   . |  \
jrjc   \_/\__/| |   
        V  /V / |   
          /__/ /    
          \___/\
   "
10,16,"         __     
        /  \    
       / ..|\   
      (_\  |_)  
      /  \@'    
     /     \    
 _  /  `   |    
\\/  \  | _\    
 \   /_ || \\_  
  \____)|_) \_)
"
10,28,"                _,)         
        _..._.-;-'          
     .-'     `(             
    /      ;   \            
   ;.' ;`  ,;  ;            
  .'' ``. (  \ ;            
 / f_ _L \ ;  )\            
 \/|` '|\/;; <;/            
((; \_/  (()       Felix Lee
     ""
                     "
